0.21458189,0.032225084,0.2174387,0.20103543,0.23155314,0.03051771,2.0334597,6.3090487,0.8439647,0.19994435,0.19798365,0.21458189,0.17597815,0.047761194,0.27118644,0.98480904,0.2109375,6.4453125,6.234375,0.15211105,1.0
0.18206997,0.057876557,0.19193548,0.12080645,0.22053763,0.099731185,1.7766405,6.1018963,0.8990153,0.33170298,0.18591398,0.18206997,0.12823528,0.04692082,0.27906978,1.1306046,0.0234375,5.0859375,5.0625,0.1519676,0.0
0.19677188,0.060703367,0.22996865,0.12990595,0.24840125,0.1184953,2.2184224,8.867741,0.8639908,0.23607513,0.12112853,0.19677188,0.12705722,0.04897959,0.27745664,0.91064453,0.0234375,7.3359375,7.3125,0.07727146,0.0
0.18448438,0.045272462,0.1786207,0.15549909,0.21127042,0.055771325,1.6981714,5.955017,0.91266644,0.33772236,0.15676951,0.18448438,0.15667772,0.01891253,0.2580645,0.79791665,0.0078125,5.953125,5.9453125,0.21014455,1.0
0.20153064,0.028959222,0.20012966,0.18470016,0.21465154,0.029951377,2.4314966,9.274501,0.8345149,0.13986863,0.19831443,0.20153064,0.17066507,0.04692082,0.27272728,0.55184656,0.1875,2.2265625,2.0390625,0.14109196,1.0
0.11342045,0.080005534,0.10782373,0.0404339,0.1904,0.1499661,2.6210606,18.731329,0.9523399,0.6711534,0.0,0.11342045,0.10419661,0.016194332,0.23188406,0.09860642,0.0078125,0.390625,0.3828125,0.17434402,0.0
0.19609599,0.062070686,0.22629674,0.13172497,0.25095296,0.11922798,2.3543208,8.955864,0.877976,0.31697327,0.24250905,0.19609599,0.1328368,0.04733728,0.27745664,1.5193965,0.0234375,9.703125,9.6796875,0.11551061,0.0
0.16673762,0.05267745,0.16942675,0.16264968,0.18922293,0.026573248,7.5504117,76.13453,0.865282,0.42731738,0.16746497,0.16673762,0.15265083,0.022727273,0.20833333,0.17415364,0.16113281,0.21484375,0.053710938,0.13636364,1.0
0.15067215,0.060745195,0.14572832,0.09852701,0.19957447,0.10104746,3.300372,15.731252,0.88586795,0.40110302,0.1012766,0.15067215,0.09733932,0.023640662,0.21276596,0.3438895,0.09765625,0.80078125,0.703125,0.6045139,0.0
0.10500341,0.08074508,0.09041849,0.03532792,0.1860837,0.15075578,6.8239236,124.101425,0.93861955,0.58565366,0.0,0.10500341,0.12733252,0.019184653,0.27118644,0.0859375,0.0078125,0.25,0.2421875,0.47446236,0.0
