0.16653757,0.062168065,0.17784959,0.15348664,0.19403356,0.040546924,3.777016,28.19835,0.9046313,0.4480506,0.0,0.16653757,0.16105314,0.01750547,0.2580645,0.1907169,0.0078125,0.46875,0.4609375,0.23841807,1.0
0.17632039,0.059072975,0.18728171,0.12731466,0.21818781,0.090873145,1.5455234,5.4570904,0.9254612,0.4765081,0.19512355,0.17632039,0.12412229,0.04804805,0.27745664,1.1391715,0.0234375,3.75,3.7265625,0.19787131,0.0
0.1414041,0.064816706,0.14718649,0.12826511,0.16574399,0.037478883,3.1130142,14.54002,0.90898603,0.5169855,0.14736842,0.1414041,0.09191185,0.015640274,0.22857143,0.084821425,0.0078125,0.1796875,0.171875,0.1984479,1.0
0.16824313,0.05604955,0.1773235,0.10975764,0.20741834,0.0976607,1.3629411,4.670203,0.9217365,0.37906054,0.19384615,0.16824313,0.1049014,0.03883495,0.27586207,0.6871875,0.109375,5.9609375,5.8515625,0.125907,0.0
0.18568239,0.04893979,0.17467202,0.15218206,0.22789825,0.0757162,2.0555863,7.7376623,0.9019316,0.38873774,0.14955823,0.18568239,0.1565798,0.04863222,0.2742857,1.4494244,0.0234375,8.9765625,8.953125,0.113350786,1.0
0.16955371,0.056786988,0.18571429,0.10979592,0.20857143,0.09877551,2.6491554,13.082606,0.9171712,0.43912098,0.19428572,0.16955371,0.08993607,0.020125786,0.2,0.3389757,0.1015625,2.5625,2.4609375,0.14845939,0.0
0.23535067,0.03032023,0.23813084,0.22841121,0.2508411,0.022429906,2.7201118,10.395113,0.793963,0.13219526,0.23065421,0.23535067,0.20730168,0.04719764,0.27745664,1.7365861,0.0234375,11.859375,11.8359375,0.09408141,1.0
0.18621917,0.060036015,0.21383286,0.12224784,0.23884726,0.116599426,1.9673941,6.5868387,0.8849704,0.31832337,0.24449567,0.18621917,0.11758206,0.04863222,0.26815644,0.9873047,0.0234375,5.3203125,5.296875,0.14072955,0.0
0.19658999,0.05783362,0.2144056,0.13412587,0.24573426,0.11160839,1.5223541,5.287497,0.90339774,0.29105717,0.25013986,0.19658999,0.12467557,0.047244094,0.27745664,1.4682292,0.0234375,21.515625,21.492188,0.08243755,0.0
0.15732571,0.059300467,0.16582865,0.14849281,0.18141338,0.032920577,6.6294904,60.023636,0.88656926,0.49975273,0.16425265,0.15732571,0.15975212,0.02008032,0.22222222,0.58467156,0.16601562,3.828125,3.6621094,0.23579487,1.0
0.11622092,0.08922114,0.07675804,0.04271752,0.2049106,0.16219309,0.6937303,2.5039544,0.96071565,0.7095697,0.013682956,0.11622092,0.18897967,0.034408603,0.27586207,0.9098558,0.0390625,3.6796875,3.640625,0.277897,1.0
0.23014428,0.033577327,0.23136842,0.22252631,0.24610527,0.023578947,3.413691,17.897104,0.80996805,0.1742344,0.2291579,0.23014428,0.20106485,0.047058824,0.27906978,1.2426215,0.234375,8.6484375,8.4140625,0.12031283,1.0
0.1866637,0.03386303,0.19107078,0.1661706,0.20275863,0.03658802,2.271343,7.793855,0.8454579,0.24271278,0.19920145,0.1866637,0.17286055,0.05263158,0.27906978,1.7400569,0.0234375,9.28125,9.2578125,0.13535263,1.0
0.18962805,0.060498428,0.1704797,0.13776138,0.2496925,0.11193112,1.6196383,4.96317,0.8985354,0.3413072,0.12536286,0.18962805,0.124774456,0.047477745,0.26666668,2.000927,0.0234375,10.4765625,10.453125,0.11426824,0.0
0.2228586,0.04735277,0.23704621,0.21917103,0.2509195,0.03174845,3.9082904,21.42039,0.85314655,0.18884115,0.2371796,0.2228586,0.12672797,0.016546018,0.26666668,0.6274414,0.2421875,5.0234375,4.78125,0.10724401,0.0
0.2296779,0.03395913,0.23210527,0.21921052,0.25126317,0.032052632,2.413956,9.418564,0.8406416,0.18922538,0.22363158,0.2296779,0.18294638,0.04729064,0.27906978,1.7361438,0.2109375,10.1015625,9.890625,0.07123513,1.0
